Last,First,HOF,From,To,Position,Ht,Wt,Month,Day,Year,Country
McCutcheon,Brian,N,1975,1977,F,70,180,August,3,1949,Canada
Teal,Vic,N,1974,1974,F,73,160,August,10,1949,Canada
Fullan,Larry,N,1975,1975,F,71,185,August,11,1949,Canada
Clarke,Bobby,Y,1970,1984,F,70,185,August,13,1949,Canada
Redmond,Dick,N,1970,1982,D,71,178,August,14,1949,Canada
Boldirev,Ivan,N,1971,1985,F,73,190,August,15,1949,Serbia
Stackhouse,Ron,N,1971,1982,D,75,210,August,26,1949,Canada
O'Donoghue,Don,N,1970,1972,F,70,180,August,27,1949,Canada
Anderson,Murray,N,1975,1975,D,70,175,August,28,1949,Canada
Delparte,Guy,N,1977,1977,F,70,175,August,30,1949,Canada
O'Donnell,Fred,N,1973,1974,F,70,175,December,6,1949,Canada
Vipond,Pete,N,1973,1973,F,70,175,December,8,1949,Canada
Boland,Mike,N,1975,1975,F,70,183,December,16,1949,Canada
Christie,Mike,N,1975,1981,D,73,190,December,20,1949,USA
Hudson,Dave,N,1973,1978,F,73,185,December,28,1949,Canada
Rutherford,Jim,N,1971,1983,G,68,168,February,17,1949,Canada
Tannahill,Don,N,1973,1974,F,71,178,February,21,1949,Canada
DeMarco,Ab,N,1970,1979,D,73,170,February,27,1949,USA
Roberto,Phil,N,1970,1977,F,73,190,January,1,1949,Canada
Long,Barry,N,1973,1982,D,74,210,January,3,1949,Canada
Manery,Randy,N,1971,1980,D,73,185,January,10,1949,Canada
Sheehan,Bobby,N,1970,1982,F,67,155,January,11,1949,USA
Burrows,Dave,N,1972,1981,D,73,190,January,11,1949,Canada
Charron,Guy,N,1970,1981,F,70,170,January,24,1949,Canada
Cummins,Barry,N,1974,1974,D,69,175,January,25,1949,Canada
Egers,Jack,N,1970,1976,F,73,175,January,28,1949,Canada
Baumgartner,Mike,N,1975,1975,D,74,195,January,30,1949,USA
Dudley,Rick,N,1973,1981,F,73,190,January,31,1949,Canada
Powis,Lynn,N,1974,1975,F,73,175,July,7,1949,Canada
Hoganson,Dale,N,1970,1982,D,70,190,July,8,1949,Canada
Dumas,Michel,N,1975,1977,G,69,180,July,8,1949,Canada
McIntyre,Larry,N,1970,1973,D,73,190,July,13,1949,Canada
Whitlock,Bob,N,1970,1970,F,70,175,July,16,1949,Canada
Kessell,Rick,N,1970,1974,F,70,175,July,27,1949,Canada
Dupont,Andre,N,1971,1983,D,73,200,July,27,1949,Canada
Jones,Jim,N,1972,1972,D,70,185,July,27,1949,Canada
Featherstone,Tony,N,1970,1974,F,71,187,July,31,1949,Canada
Brindley,Doug,N,1971,1971,F,73,175,June,8,1949,Canada
O'Brien,Dennis,N,1971,1980,D,73,195,June,10,1949,Canada
Tardif,Marc,N,1970,1983,F,73,195,June,12,1949,Canada
Bordeleau,J.P.,N,1972,1980,F,73,175,June,13,1949,Canada
Thomson,Floyd,N,1972,1980,F,73,190,June,14,1949,Canada
Levasseur,Jean-Louis,N,1980,1980,G,70,160,June,16,1949,Canada
McLeod,Al,N,1974,1974,D,71,200,June,17,1949,Canada
Sarner,Craig,N,1975,1975,F,71,185,June,20,1949,USA
Harvey,Hugh,N,1975,1976,F,73,175,June,25,1949,Canada
Buhr,Doug,N,1975,1975,F,75,215,June,29,1949,Canada
Johnston,Joey,N,1969,1976,F,70,180,March,3,1949,Canada
McKenzie,Bill,N,1974,1980,G,71,180,March,12,1949,Canada
Hoene,Phil,N,1973,1975,F,69,175,March,15,1949,USA
McIntosh,Bruce,N,1973,1973,D,73,178,March,17,1949,USA
Boddy,Gregg,N,1972,1976,D,74,200,March,19,1949,Canada
Potvin,Jean,N,1971,1981,D,71,188,March,25,1949,Canada
Jarry,Pierre,N,1972,1978,F,71,190,March,30,1949,Canada
Gilbert,Gilles,N,1970,1983,G,73,175,March,31,1949,Canada
Hall,Del,N,1972,1974,F,70,170,May,7,1949,Canada
Tucker,Ted,N,1974,1974,G,71,165,May,7,1949,Canada
Bullock,Bruce,N,1973,1977,G,67,160,May,9,1949,Canada
Acomb,Doug,N,1970,1970,F,71,165,May,15,1949,Canada
Pulkkinen,Dave,N,1973,1973,F,73,195,May,18,1949,Canada
Inness,Gary,N,1974,1981,G,73,195,May,28,1949,Canada
Brossart,Willie,N,1971,1976,D,73,190,May,29,1949,Canada
Saleski,Don,N,1972,1980,F,75,205,November,10,1949,Canada
Hoganson,Paul,N,1971,1971,G,71,175,November,12,1949,Canada
Smith,Gord,N,1975,1980,D,70,175,November,17,1949,Canada
Borotsik,Jack,N,1975,1975,F,69,180,November,26,1949,Canada
Labre,Yvon,N,1971,1981,D,71,190,November,29,1949,Canada
Hughes,Frank,N,1972,1972,F,70,180,October,1,1949,Canada
McElmury,Jim,N,1973,1978,D,73,190,October,3,1949,USA
Hrycuik,Jim,N,1975,1975,F,70,180,October,7,1949,Canada
Schultz,Dave,N,1972,1980,F,73,190,October,14,1949,Canada
Collyard,Bob,N,1974,1974,F,69,170,October,16,1949,USA
Wilson,Bert,N,1974,1981,F,73,178,October,17,1949,Canada
Spring,Frank,N,1970,1977,F,75,216,October,19,1949,Canada
Briere,Michel,N,1970,1970,F,70,165,October,21,1949,Canada
Goring,Butch,N,1970,1985,F,69,170,October,22,1949,Canada
Houle,Rejean,N,1970,1983,F,71,170,October,25,1949,Canada
Morrison,Kevin,N,1980,1980,D,73,202,October,28,1949,Canada
Belhumeur,Michel,N,1973,1976,G,70,160,September,2,1949,Canada
Spencer,Brian,N,1970,1979,F,71,185,September,3,1949,Canada
Hogaboam,Bill,N,1973,1980,F,71,170,September,5,1949,Canada
Romanchych,Larry,N,1971,1977,F,73,180,September,7,1949,Canada
Nicholson,Neil,N,1973,1978,D,71,180,September,12,1949,Canada
Harvey,Fred,N,1971,1977,F,73,185,April,2,1950,Canada
Deadmarsh,Butch,N,1971,1975,F,71,186,April,5,1950,Canada
Wyrozub,Randy,N,1971,1974,F,71,180,April,8,1950,Canada
Crha,Jiri,N,1980,1981,G,71,170,April,13,1950,Czech Republic
Lampman,Mike,N,1973,1977,F,74,195,April,20,1950,Canada
Leach,Reggie,N,1971,1983,F,73,180,April,23,1950,Canada
Patrick,Glenn,N,1974,1977,D,74,190,April,26,1950,USA
Wiley,Jim,N,1973,1977,F,74,200,April,28,1950,Canada
Polis,Greg,N,1971,1980,F,73,195,August,8,1950,Canada
Wilson,Rick,N,1974,1977,D,73,195,August,10,1950,Canada
Cardwell,Steve,N,1971,1973,F,71,190,August,13,1950,Canada
Rota,Randy,N,1973,1977,F,68,170,August,16,1950,Canada
Lehvonen,Henry,N,1975,1975,D,71,200,August,26,1950,Canada
O'Flaherty,Gerry,N,1972,1979,F,70,182,August,31,1950,USA
Smith,Billy,Y,1972,1989,G,70,185,December,12,1950,Canada
Bouchard,Dan,N,1973,1986,G,73,190,December,12,1950,Canada
Warner,Bob,N,1977,1977,D,71,180,December,13,1950,Canada
Clement,Bill,N,1972,1982,F,73,194,December,20,1950,Canada
Gratton,Norm,N,1972,1976,F,71,165,December,22,1950,Canada
Fitchner,Bob,N,1980,1981,F,73,190,December,22,1950,Canada
Newton,Cam,N,1971,1973,G,71,170,February,25,1950,Canada
Cressman,Dave,N,1975,1976,F,73,180,January,2,1950,Canada
MacLeish,Rick,N,1971,1984,F,71,185,January,3,1950,Canada
Bignell,Larry,N,1974,1974,D,73,175,January,7,1950,Canada
Patterson,Dennis,N,1975,1980,D,68,175,January,9,1950,Canada
Laframboise,Pete,N,1972,1975,F,74,185,January,18,1950,Canada
Bromley,Gary,N,1974,1981,G,70,160,January,19,1950,Canada
Lefley,Chuck,N,1971,1981,F,74,185,January,20,1950,Canada
Anderson,Ron,N,1975,1975,F,70,165,January,21,1950,Canada
Barrett,Fred,N,1971,1984,D,71,195,January,26,1950,Canada
Hlinka,Ivan,N,1982,1983,F,74,220,January,26,1950,Czech Republic
Mellor,Tom,N,1974,1975,D,73,185,January,27,1950,USA
Bubla,Jiri,N,1982,1986,D,71,200,January,27,1950,Czech Republic
Coates,Steve,N,1977,1977,F,69,172,July,2,1950,Canada
Rombough,Doug,N,1973,1976,F,75,215,July,8,1950,Canada
Coalter,Gary,N,1974,1975,F,70,185,July,8,1950,Canada
Holbrook,Terry,N,1973,1974,F,73,185,July,11,1950,Canada
Meloche,Gilles,N,1971,1988,G,69,185,July,12,1950,Canada
Tataryn,Dave,N,1977,1977,G,69,160,July,17,1950,Canada
Plumb,Ron,N,1980,1980,D,70,175,July,17,1950,Canada
Murray,Terry,N,1973,1982,D,74,190,July,20,1950,Canada
McDonough,Al,N,1971,1978,F,73,175,June,6,1950,Canada
Grahame,Ron,N,1978,1981,G,71,175,June,7,1950,Canada
Lajeunesse,Serge,N,1971,1975,D,70,185,June,11,1950,Canada
Carlin,Brian,N,1972,1972,F,70,175,June,13,1950,Canada
Geldart,Gary,N,1971,1971,D,68,160,June,14,1950,Canada
Low,Ron,N,1973,1985,G,73,205,June,21,1950,Canada
MacNeil,Bernie,N,1974,1974,F,71,190,March,7,1950,Canada
Hurlburt,Bob,N,1975,1975,F,71,185,May,1,1950,Canada
Hargreaves,Jim,N,1971,1973,D,71,195,May,2,1950,Canada
Gryp,Bob,N,1974,1976,F,73,190,May,6,1950,Canada
Self,Steve,N,1977,1977,F,69,170,May,9,1950,Canada
Watt,Jim,N,1974,1974,G,71,180,May,11,1950,USA
Nilsson,Ulf,N,1979,1983,F,71,175,May,11,1950,Sweden
Stewart,John,N,1971,1975,F,73,180,May,16,1950,Canada
Lambert,Yvon,N,1973,1982,F,74,200,May,20,1950,Canada
Thompson,Errol,N,1971,1981,F,69,185,May,28,1950,Canada
McAneeley,Ted,N,1973,1975,D,69,185,November,7,1950,Canada
Stewart,Bob,N,1972,1980,D,73,206,November,10,1950,Canada
Wylie,Duane,N,1975,1977,F,68,170,November,10,1950,USA
Perreault,Gilbert,Y,1971,1987,F,73,180,November,13,1950,Canada
Guindon,Bobby,N,1980,1980,F,69,175,November,19,1950,Canada
Nowak,Hank,N,1974,1977,F,73,195,November,24,1950,Canada
Kelly,Bob,N,1971,1982,F,70,200,November,25,1950,Canada
Engele,Jerry,N,1976,1978,D,73,197,November,26,1950,Canada
Langlais,Alain,N,1974,1975,F,70,175,October,9,1950,Canada
Wing,Murray,N,1974,1974,D,71,180,October,14,1950,Canada
Graves,Hilliard,N,1971,1980,F,71,175,October,18,1950,Canada
Forey,Connie,N,1974,1974,F,74,185,October,18,1950,Canada
Tallon,Dale,N,1971,1980,D,73,195,October,19,1950,Canada
Ledingham,Walt,N,1973,1977,F,71,180,October,26,1950,Canada
Dyck,Ed,N,1972,1974,G,71,160,October,29,1950,Canada
Frig,Len,N,1974,1980,D,71,190,October,30,1950,Canada
Oddleifson,Chris,N,1973,1981,F,74,185,September,7,1950,Canada
Brooks,Gord,N,1972,1975,F,68,168,September,11,1950,Canada
Murphy,Mike,N,1972,1983,F,73,190,September,12,1950,Canada
Kindrachuk,Orest,N,1973,1982,F,70,175,September,14,1950,Canada
Sittler,Darryl,Y,1971,1985,F,73,190,September,18,1950,Canada
Riley,Bill,N,1975,1980,F,71,195,September,20,1950,Canada
Maloney,Dan,N,1971,1982,F,74,195,September,24,1950,Canada
Archambault,Michel,N,1977,1977,F,68,160,September,27,1950,Canada
Edberg,Rolf,N,1979,1981,F,70,174,September,29,1950,Sweden
Brasar,Per-Olov,N,1978,1982,F,68,172,September,30,1950,Sweden
Jones,Ron,N,1972,1976,D,73,195,April,11,1951,Canada
Richardson,Ken,N,1975,1979,F,73,190,April,12,1951,Canada
Salming,Borje,Y,1974,1990,D,73,193,April,17,1951,Sweden
Hynes,Dave,N,1974,1975,F,69,182,April,17,1951,USA
Nahrgang,Jim,N,1975,1977,D,73,185,April,17,1951,Canada
Lemieux,Rich,N,1972,1976,F,68,155,April,19,1951,Canada
Vickers,Steve,N,1973,1982,F,73,180,April,21,1951,Canada
Smedsmo,Dale,N,1973,1973,F,73,195,April,23,1951,USA
Dionne,Marcel,Y,1972,1989,F,69,190,August,3,1951,Canada
Stamler,Lorne,N,1977,1980,F,73,190,August,9,1951,Canada
Cowick,Bruce,N,1975,1976,F,73,200,August,18,1951,Canada
LeDuc,Rich,N,1973,1981,F,71,170,August,24,1951,Canada
Giroux,Larry,N,1974,1980,D,73,190,August,28,1951,Canada
Bragnalo,Rick,N,1976,1979,F,68,160,December,1,1951,Canada
Helander,Peter,N,1983,1983,D,73,185,December,4,1951,Sweden
Durbano,Steve,N,1973,1979,D,73,210,December,12,1951,Canada
Busniuk,Mike,N,1980,1981,D,75,200,December,13,1951,Canada
Wolfe,Bernie,N,1976,1979,G,69,165,December,18,1951,Canada
Kryskow,Dave,N,1973,1976,F,70,175,December,25,1951,Canada
Stapleton,Brian,N,1976,1976,F,74,190,December,25,1951,Canada
Heaslip,Mark,N,1977,1979,F,70,190,December,26,1951,USA
Baird,Ken,N,1972,1972,D,73,190,February,1,1951,Canada
Williams,Tom,N,1972,1979,F,71,187,February,7,1951,Canada
Shanahan,Sean,N,1976,1978,F,75,205,February,8,1951,Canada
Sobchuk,Gene,N,1974,1974,F,69,160,February,19,1951,Canada
Anderson,Earl,N,1975,1977,F,73,185,February,24,1951,USA
Peloffy,Andre,N,1975,1975,F,68,160,February,25,1951,France
Hedberg,Anders,N,1979,1985,F,71,175,February,25,1951,Sweden
Butler,Jerry,N,1973,1983,F,73,180,February,27,1951,Canada
Butters,Bill,N,1978,1979,D,70,185,January,10,1951,USA
Svensson,Leif,N,1979,1980,D,75,190,July,8,1951,Sweden
Arnason,Chuck,N,1972,1979,F,70,183,July,15,1951,Canada
Kehoe,Rick,N,1972,1985,F,71,180,July,15,1951,Canada
Sullivan,Peter,N,1980,1981,F,69,165,July,25,1951,Canada
Martin,Rick,N,1972,1982,F,71,179,July,26,1951,Canada
Boucha,Henry,N,1972,1977,F,73,185,June,1,1951,USA
Robinson,Larry,Y,1973,1992,D,76,225,June,2,1951,Canada
Venasky,Vic,N,1973,1979,F,71,185,June,3,1951,Canada
O'Reilly,Terry,N,1972,1985,F,73,200,June,7,1951,Canada
Labraaten,Dan,N,1979,1982,F,73,190,June,9,1951,Sweden
Fortier,Dave,N,1973,1977,D,71,190,June,17,1951,Canada
Garrett,John,N,1980,1985,G,68,175,June,17,1951,Canada
Guevremont,Jocelyn,N,1972,1980,D,74,200,March,1,1951,Canada
Richer,Bob,N,1973,1973,F,70,175,March,5,1951,Canada
McKenzie,Brian,N,1972,1972,F,70,165,March,16,1951,Canada
Ramsay,Craig,N,1972,1985,F,70,175,March,17,1951,Canada
Lalonde,Bobby,N,1972,1982,F,65,155,March,27,1951,Canada
Monahan,Hartland,N,1974,1981,F,71,197,March,29,1951,Canada
Astrom,Hardy,N,1978,1981,G,73,170,March,29,1951,Sweden
Lindstrom,Willy,N,1980,1987,F,73,180,May,5,1951,Sweden
Plante,Pierre,N,1972,1980,F,73,190,May,14,1951,Canada
Andersson,Kent-Erik,N,1978,1984,F,74,185,May,24,1951,Sweden
Hrechkosy,Dave,N,1974,1977,F,74,195,November,1,1951,Canada
Komadoski,Neil,N,1973,1980,D,74,200,November,5,1951,Canada
Wilson,Murray,N,1973,1979,F,73,185,November,7,1951,Canada
Hubick,Greg,N,1976,1980,D,71,185,November,12,1951,Canada
Hajt,Bill,N,1974,1987,D,75,215,November,18,1951,Canada
Norrish,Rod,N,1974,1975,F,70,185,November,27,1951,Canada
Witherspoon,Jim,N,1976,1976,D,75,205,October,3,1951,Canada
McManama,Bob,N,1974,1976,F,73,180,October,7,1951,USA
Wright,Larry,N,1972,1978,F,74,180,October,8,1951,Canada
Dvorak,Miroslav,N,1983,1985,D,70,195,October,11,1951,Czech Republic
Mrazek,Jerome,N,1976,1976,G,69,160,October,15,1951,Canada
Antonovich,Mike,N,1976,1984,F,68,165,October,18,1951,USA
Noris,Joe,N,1972,1974,F,73,185,October,26,1951,USA
King,Wayne,N,1974,1976,F,70,185,September,4,1951,Canada
Dube,Norm,N,1975,1976,F,71,185,September,12,1951,Canada
Carr,Gene,N,1972,1979,F,71,185,September,17,1951,Canada
Lafleur,Guy,Y,1972,1991,F,73,185,September,20,1951,Canada
Novy,Milan,N,1983,1983,F,70,196,September,23,1951,Czech Republic
Ridley,Curt,N,1975,1981,G,73,190,September,24,1951,Canada
Simmons,Al,N,1972,1976,D,73,170,September,25,1951,Canada
Sykes,Bob,N,1975,1975,F,73,200,September,26,1951,Canada
Larocque,Michel,N,1974,1984,G,70,200,April,6,1952,Canada
Meeke,Brent,N,1973,1977,D,71,175,April,10,1952,Canada
Bloom,Mike,N,1975,1977,F,75,206,April,12,1952,Canada
Merrick,Wayne,N,1973,1984,F,73,195,April,23,1952,Canada
Martineau,Don,N,1974,1977,F,73,190,April,25,1952,Canada
Bennett,Harvey,N,1975,1979,F,76,215,August,9,1952,USA
Gould,Larry,N,1974,1974,F,69,170,August,16,1952,Canada
Watson,Jimmy,N,1973,1982,D,73,195,August,19,1952,Canada
Ferguson,George,N,1973,1984,F,73,195,August,22,1952,Canada
Gardner,Dave,N,1973,1980,F,73,185,August,23,1952,Canada
Veisor,Mike,N,1974,1984,G,69,160,August,25,1952,Canada
Dupuis,Bob,N,1980,1980,G,71,167,August,26,1952,Canada
Baltimore,Bryon,N,1980,1980,D,74,190,August,26,1952,Canada
MacMillan,Bob,N,1975,1985,F,71,185,December,3,1952,Canada
Gloor,Dan,N,1974,1974,F,69,170,December,4,1952,Canada
Polich,Mike,N,1978,1981,F,68,170,December,19,1952,USA
Bladon,Tom,N,1973,1981,D,73,195,December,29,1952,Canada
Kozak,Don,N,1973,1979,F,71,190,February,2,1952,Canada
Ahern,Fred,N,1975,1978,F,73,180,February,12,1952,USA
Henning,Lorne,N,1973,1981,F,71,185,February,22,1952,Canada
Bolonchuk,Larry,N,1973,1978,D,70,190,February,26,1952,Canada
Holt,Gary,N,1974,1978,F,69,175,January,1,1952,Canada
Ftorek,Robbie,N,1973,1985,F,70,155,January,2,1952,USA
St.Sauveur,Claude,N,1976,1976,F,73,185,January,2,1952,Canada
Homenuke,Ron,N,1973,1973,F,70,180,January,5,1952,Canada
Bergeron,Yves,N,1975,1977,F,69,165,January,11,1952,Canada
Pouzar,Jaroslav,N,1983,1987,F,71,200,January,23,1952,Czech Republic
Newman,Dan,N,1977,1980,F,73,195,January,26,1952,Canada
Harris,Billy,N,1973,1984,F,74,195,January,29,1952,Canada
Ogilvie,Brian,N,1973,1979,F,71,186,January,30,1952,Canada
Carriere,Larry,N,1973,1980,D,73,190,January,30,1952,Canada
Brackenbury,Curt,N,1980,1983,F,70,200,January,31,1952,Canada
Shutt,Steve,Y,1973,1985,F,71,185,July,1,1952,Canada
Bednarski,John,N,1975,1980,D,70,195,July,4,1952,Canada
Kallur,Anders,N,1980,1985,F,71,185,July,6,1952,Sweden
Barber,Bill,Y,1973,1984,F,73,195,July,11,1952,Canada
Donaldson,Gary,N,1974,1974,F,69,155,July,15,1952,Canada
Russell,Phil,N,1973,1987,D,74,205,July,21,1952,Canada
Nyrop,Bill,N,1976,1982,D,74,205,July,23,1952,USA
Horbul,Doug,N,1975,1975,F,69,170,July,27,1952,Canada
McCord,Dennis,N,1974,1974,D,70,190,July,28,1952,Canada
Lewis,Dale,N,1976,1976,F,73,190,July,28,1952,Canada
Gratton,Gilles,N,1976,1977,G,71,160,July,28,1952,Canada
Howse,Don,N,1980,1980,F,73,182,July,28,1952,Canada
Ahrens,Chris,N,1974,1978,D,73,185,July,31,1952,USA
Hamel,Jean,N,1973,1984,D,71,195,June,6,1952,Canada
Milbury,Mike,N,1976,1987,D,73,200,June,17,1952,USA
Herron,Denis,N,1973,1986,G,71,165,June,18,1952,Canada
Amodeo,Mike,N,1980,1980,D,70,190,June,22,1952,Canada
Miller,Perry,N,1978,1981,D,73,194,June,24,1952,Canada
Gruen,Danny,N,1973,1977,F,71,190,June,26,1952,Canada
Balderis,Helmut,N,1990,1990,F,71,190,June,30,1952,Latvia
Boutette,Pat,N,1976,1985,F,68,175,March,1,1952,Canada
McIlhargey,Jack,N,1975,1982,D,73,190,March,7,1952,Canada
Gilbert,Ed,N,1975,1977,F,73,185,March,12,1952,Canada
Cassidy,Tom,N,1978,1978,F,71,180,March,15,1952,Canada
MacAdam,Al,N,1974,1985,F,73,180,March,16,1952,Canada
Weir,Stan,N,1973,1983,F,73,180,March,17,1952,Canada
Lukowich,Bernie,N,1974,1975,F,73,190,March,18,1952,Canada
Jacobs,Tim,N,1976,1976,D,70,180,March,28,1952,Canada
Byers,Jerry,N,1973,1978,F,71,170,March,29,1952,Canada
Hutchison,Dave,N,1975,1984,D,75,205,May,2,1952,Canada
McNab,Peter,N,1974,1987,F,75,210,May,8,1952,Canada
Garland,Scott,N,1976,1979,F,73,185,May,16,1952,Canada
Lyon,Steve,N,1977,1977,D,70,169,May,16,1952,Canada
Preston,Rich,N,1980,1987,F,73,185,May,22,1952,Canada
Fotiu,Nick,N,1977,1989,F,74,210,May,25,1952,USA
Lynch,Jack,N,1973,1979,D,74,180,May,28,1952,Canada
Lemieux,Jean,N,1974,1978,D,73,180,May,31,1952,Canada
Clark,Gordie,N,1975,1976,F,70,180,May,31,1952,England
Palazzari,Doug,N,1975,1979,F,65,170,November,3,1952,USA
Lever,Don,N,1973,1987,F,71,185,November,14,1952,Canada
Smith,Ron,N,1973,1973,D,73,185,November,19,1952,Canada
McLelland,Dave,N,1973,1973,G,69,165,November,20,1952,Canada
VanBoxmeer,John,N,1974,1984,D,73,190,November,20,1952,Canada
Osburn,Randy,N,1973,1975,F,73,190,November,26,1952,Canada
Beaudoin,Serge,N,1980,1980,D,74,215,November,30,1952,Canada
Palmer,Rob,N,1974,1976,F,73,190,October,2,1952,Canada
Richard,Jacques,N,1973,1983,F,71,180,October,7,1952,Canada
Nystrom,Bob,N,1973,1986,F,73,200,October,10,1952,Sweden
Lindgren,Lars,N,1979,1984,D,73,200,October,12,1952,Sweden
Lalonde,Ron,N,1973,1979,F,70,170,October,30,1952,Canada
Schoenfeld,Jim,N,1973,1985,D,74,200,September,4,1952,Canada
Shakes,Paul,N,1974,1974,D,70,175,September,4,1952,Canada
Bialowas,Dwight,N,1974,1977,D,73,185,September,8,1952,Canada
Williams,Warren,N,1974,1976,F,71,195,September,11,1952,USA
Brodeur,Richard,N,1980,1988,G,67,160,September,15,1952,Canada
Sacharuk,Larry,N,1973,1977,D,73,200,September,16,1952,Canada
Hamel,Pierre,N,1975,1981,G,69,170,September,16,1952,Canada
Grenier,Richard,N,1973,1973,F,71,170,September,18,1952,Canada
Ruhnke,Kent,N,1976,1976,F,73,190,September,18,1952,Canada
Kelly,Dave,N,1977,1977,F,74,205,September,20,1952,Canada
McSheffrey,Bryan,N,1973,1975,F,74,205,September,25,1952,Canada
Howatt,Garry,N,1973,1984,F,69,175,September,26,1952,Canada
Stone,Steve,N,1974,1974,F,68,170,September,26,1952,Canada
Belanger,Yves,N,1975,1980,G,71,170,September,30,1952,Canada
Bowman,Kirk,N,1977,1978,F,69,178,September,30,1952,Canada
Wensink,John,N,1974,1983,F,73,200,April,1,1953,Canada
Dunlop,Blake,N,1974,1984,F,70,170,April,4,1953,Canada
Bolduc,Danny,N,1979,1984,F,69,180,April,6,1953,USA
Rogers,John,N,1974,1975,F,71,175,April,10,1953,Canada
Gassoff,Bob,N,1974,1977,D,70,195,April,17,1953,Canada
Sims,Al,N,1974,1983,D,73,182,April,18,1953,Canada
Thomas,Reg,N,1980,1980,F,70,185,April,21,1953,Canada
Lysiak,Tom,N,1974,1986,F,73,185,April,22,1953,Canada
Abgrall,Dennis,N,1976,1976,F,73,180,April,24,1953,Canada
Stumpf,Bob,N,1975,1975,F,73,195,April,25,1953,Canada
Goldup,Glenn,N,1974,1982,F,73,190,April,26,1953,Canada
Beaton,Frank,N,1979,1980,F,70,200,April,28,1953,Canada
Kuzyk,Ken,N,1977,1978,F,73,195,August,11,1953,Canada
Fox,Greg,N,1978,1985,D,74,190,August,12,1953,Canada
Folco,Peter,N,1974,1974,D,73,185,August,13,1953,Canada
Chinnick,Rick,N,1974,1975,F,71,180,August,15,1953,Canada
Colley,Tom,N,1975,1975,F,69,162,August,21,1953,Canada
O'Neil,Paul,N,1974,1976,F,73,185,August,24,1953,USA
Barnes,Norm,N,1977,1982,D,73,190,August,24,1953,Canada
Talafous,Dean,N,1975,1982,F,76,180,August,25,1953,USA
Lorimer,Bob,N,1977,1986,D,73,200,August,25,1953,Canada
Polonich,Dennis,N,1975,1983,F,66,166,December,4,1953,Canada
Middleton,Rick,N,1975,1988,F,71,170,December,4,1953,Canada
Gainey,Bob,Y,1974,1989,F,74,200,December,13,1953,Canada
Songin,Tom,N,1979,1981,F,75,195,December,20,1953,USA
Turnbull,Ian,N,1974,1983,D,73,200,December,22,1953,Canada
Langdon,Steve,N,1975,1978,F,71,175,December,23,1953,Canada
Alley,Steve,N,1980,1981,F,73,185,December,29,1953,USA
Pratt,Kelly,N,1975,1975,F,69,170,February,8,1953,Canada
Savard,Andre,N,1974,1985,F,73,185,February,9,1953,Canada
St.Laurent,Andre,N,1974,1984,F,70,180,February,16,1953,Canada
Rota,Darcy,N,1974,1984,F,71,180,February,16,1953,Canada
McDonald,Lanny,Y,1974,1989,F,73,185,February,16,1953,Canada
Hangsleben,Al,N,1980,1982,D,73,195,February,22,1953,USA
Cutts,Don,N,1980,1980,G,75,190,February,24,1953,Canada
Davidson,John,N,1974,1983,G,75,205,February,27,1953,Canada
Jones,Jimmy,N,1978,1980,F,69,180,January,2,1953,Canada
Titanic,Morris,N,1975,1976,F,73,180,January,7,1953,Canada
Stastny,Marian,N,1982,1986,F,70,195,January,8,1953,Slovakia
Holt,Randy,N,1975,1984,D,71,185,January,15,1953,Canada
Goodenough,Larry,N,1975,1980,D,73,195,January,19,1953,Canada
Younghans,Tom,N,1977,1982,F,71,175,January,22,1953,USA
Nistico,Lou,N,1978,1978,F,67,170,January,25,1953,Canada
Campbell,Colin,N,1975,1985,D,69,190,January,28,1953,Canada
Bordeleau,Paulin,N,1974,1976,F,69,162,January,29,1953,Canada
Lewis,Dave,N,1974,1988,D,74,205,July,3,1953,Canada
Chalupa,Milan,N,1985,1985,D,70,183,July,4,1953,Czech Republic
MacGregor,Randy,N,1982,1982,F,69,175,July,9,1953,Canada
